,Raw Tweet,Text Extraction,Hashtag Extraction,Reference Extraction,URL Extraction,Tweet Location,Tweet Time
487,@IsraeliPM @Palestine_UN @BarackObama @PutinRF_Eng @KremlinRussia_E  https://t.co/8rCGmoed6k The sick world the man world.......,       the sick world the man world,[],"[@IsraeliPM, @Palestine_UN, @BarackObama, @PutinRF_Eng, @KremlinRussia_E]",[https://t.co/8rCGmoed6k],Palestine ,Sat Jul 11 09:32:51 +0000 2015
488,RT @HilgaDee: @BriatneyD @gdock7 @ayllonasi @EtikaWNetwork @breath0air @NotFlamingZebra ew wat thy wnt @DashieXP @BarackObama @Jessewelle s,        ew wat thy wnt    s,[],"[@HilgaDee, @BriatneyD, @gdock7, @ayllonasi, @EtikaWNetwork, @breath0air, @NotFlamingZebra, @DashieXP, @BarackObama, @Jessewelle]",[],,Sat Jul 11 09:32:26 +0000 2015
489,@DiAngeloLucero @ogmudbone18381 @BarackObama damn ,   damn ,[],"[@DiAngeloLucero, @ogmudbone18381, @BarackObama]",[],,Sat Jul 11 09:31:51 +0000 2015
490,@BriatneyD @gdock7 @ayllonasi @EtikaWNetwork @breath0air @NotFlamingZebra ew wat thy wnt @DashieXP @BarackObama @Jessewelle stakrz,      ew wat thy wnt    stakrz,[],"[@BriatneyD, @gdock7, @ayllonasi, @EtikaWNetwork, @breath0air, @NotFlamingZebra, @DashieXP, @BarackObama, @Jessewelle]",[],Principaute de Monaco,Sat Jul 11 09:31:48 +0000 2015
491,RT @DiAngeloLucero: @ralphyralph__ @ogmudbone18381 @BarackObama just like every one of OG's victims does after he drops a load in their eye,     just like every one of ogs victims does after he drops a load in their eye,[],"[@DiAngeloLucero, @ralphyralph__, @ogmudbone18381, @BarackObama]",[],合衆国,Sat Jul 11 09:31:45 +0000 2015
492,RT @3dprintindustry: Free 3D Printable of the Week: Pres. @BarackObama http://t.co/4V6112PZeW via @3dprintindustry @Sketchfab #3dprinting h,  free 3d printable of the week pres   via   3dprinting h,[#3dprinting],"[@3dprintindustry, @BarackObama, @3dprintindustry, @Sketchfab]",[http://t.co/4V6112PZeW],Wiltshire.,Sat Jul 11 09:31:36 +0000 2015
493,@ralphyralph__ @ogmudbone18381 @BarackObama just like every one of OG's victims does after he drops a load in their eye ,   just like every one of ogs victims does after he drops a load in their eye ,[],"[@ralphyralph__, @ogmudbone18381, @BarackObama]",[],Ohio,Sat Jul 11 09:30:57 +0000 2015
494,"@BarackObama Kill this one,please ,thank you,all the things couldn't be used,and full of many kinds of poisons.This is the major criminals", kill this oneplease thank youall the things couldnt be usedand full of many kinds of poisonsthis is the major criminals,[],[@BarackObama],[],,Sat Jul 11 09:30:55 +0000 2015
495,@DiAngeloLucero @ogmudbone18381 @BarackObama I just teared up ,   i just teared up ,[],"[@DiAngeloLucero, @ogmudbone18381, @BarackObama]",[],American for world peace,Sat Jul 11 09:30:40 +0000 2015
496,RT @DiAngeloLucero: I follow who @ralphyralph__ follows because he's my second role model behind @ogmudbone18381 and in front of @BarackOba,  i follow who  follows because hes my second role model behind  and in front of ,[],"[@DiAngeloLucero, @ralphyralph__, @ogmudbone18381, @BarackOba]",[],,Sat Jul 11 09:30:09 +0000 2015
497,I follow who @ralphyralph__ follows because he's my second role model behind @ogmudbone18381 and in front of @BarackObama,i follow who  follows because hes my second role model behind  and in front of ,[],"[@ralphyralph__, @ogmudbone18381, @BarackObama]",[],,Sat Jul 11 09:29:39 +0000 2015
498,"RT @EL1421: There It Is!  #BlackLivesMatter! 
@StCyrlyMe2 @OfficialCBC @BarackObama @LorettaLynch @jhnclmn https://t.co/w1DT40BlqK","  there it is  blacklivesmatter 
     ",[#BlackLivesMatter],"[@EL1421, @StCyrlyMe2, @OfficialCBC, @BarackObama, @LorettaLynch, @jhnclmn]",[https://t.co/w1DT40BlqK],"London, UK",Sat Jul 11 09:29:24 +0000 2015
499,RT @OnyemaAka: #Biafra need justice for the genocide @amnesty @Oprah @JohnKingCNN @JohnKerry @BarackObama @Pontifex @richardbranson http://,  biafra need justice for the genocide        http,[#Biafra],"[@OnyemaAka, @amnesty, @Oprah, @JohnKingCNN, @JohnKerry, @BarackObama, @Pontifex, @richardbranson]",[],,Sat Jul 11 09:29:20 +0000 2015
500,@BarackObama What is #British Govt doing with one of the most corrupt men on earth? Cameron stop supporting corruption in #Nigeria, what is british govt doing with one of the most corrupt men on earth cameron stop supporting corruption in nigeria,"[#British, #Nigeria]",[@BarackObama],[],Belgique,Sat Jul 11 09:28:55 +0000 2015
501,@CocoHilliard Texas officially became a White supremacist state the day after @BarackObama became @POTUS ~ like living in a horror movie, texas officially became a white supremacist state the day after  became   like living in a horror movie,[],"[@CocoHilliard, @BarackObama, @POTUS]",[],السودان,Sat Jul 11 09:27:54 +0000 2015
502,"Eye for Eye Tooth for Tooth

@BarackObama @FHollande #CharlesWindsor @CIA KNEW the LAW

TERROR in PROGRESS has said The Lord EL","eye for eye tooth for tooth

  charleswindsor  knew the law

terror in progress has said the lord el",[#CharlesWindsor],"[@BarackObama, @FHollande, @CIA]",[],مصر - القاهره,Sat Jul 11 09:27:46 +0000 2015
503,RT @NETRetired: #maddow proof @HillaryClinton has an awesome spokeswoman n @finneyk! Karen #Hillary2016 gives @BarackObama credit 4 where w,  maddow proof  has an awesome spokeswoman n  karen hillary2016 gives  credit 4 where w,"[#maddow, #Hillary2016]","[@NETRetired, @HillaryClinton, @finneyk, @BarackObama]",[],,Sat Jul 11 09:27:32 +0000 2015
504,"40,000 #illegals who arrived in the US since last October and were released by the @BarackObama - #immigration @realDonaldTrump #SJWlogic",40000 illegals who arrived in the us since last october and were released by the   immigration  sjwlogic,"[#illegals, #immigration, #SJWlogic]","[@BarackObama, @realDonaldTrump]",[],,Sat Jul 11 09:26:54 +0000 2015
505,"@BarackObama  HELP US http://t.co/YgjzXmCdhs
Appealing for support for the three Zubair children in Lahore who suffer LGMD2D","  help us 
appealing for support for the three zubair children in lahore who suffer lgmd2d",[],[@BarackObama],[http://t.co/YgjzXmCdhs],,Sat Jul 11 09:26:05 +0000 2015
